Source,Target,Type,Weight
1852,1980,Undirected,4
1852,946,Undirected,4
1852,1387,Undirected,4
1852,719,Undirected,4
1852,1687,Undirected,3
1852,3694,Undirected,3
1852,2278,Undirected,3
1852,2607,Undirected,3
1852,5476,Undirected,3
2791,3853,Undirected,36
2791,5001,Undirected,29
2791,994,Undirected,25
2791,1852,Undirected,24
2791,3896,Undirected,13
2791,130,Undirected,11
2791,3966,Undirected,7
2791,5934,Undirected,7
2791,3359,Undirected,6
2791,3797,Undirected,6
2791,6374,Undirected,5
2791,912,Undirected,4
2791,1999,Undirected,4
2791,2646,Undirected,3
2791,1209,Undirected,3
2791,5583,Undirected,3
2791,4166,Undirected,3
2791,1688,Undirected,3
2791,1682,Undirected,3
2791,5115,Undirected,3
3896,4636,Undirected,75
3896,3853,Undirected,27
3896,994,Undirected,17
3896,2532,Undirected,17
3896,2791,Undirected,13
3896,2646,Undirected,12
3896,2710,Undirected,8
3896,3359,Undirected,7
3896,5674,Undirected,6
3896,4753,Undirected,6
3896,3565,Undirected,5
3896,3789,Undirected,5
3896,3461,Undirected,5
3896,307,Undirected,5
3896,2726,Undirected,5
3896,6172,Undirected,5
3896,4721,Undirected,4
3896,1393,Undirected,4
3896,1851,Undirected,4
3896,6231,Undirected,4
1687,162,Undirected,99
1687,6261,Undirected,96
1687,2389,Undirected,72
1687,2608,Undirected,71
1687,1999,Undirected,44
1687,5017,Undirected,38
1687,4551,Undirected,36
1687,774,Undirected,29
1687,5403,Undirected,29
1687,2108,Undirected,25
1687,3853,Undirected,23
1687,2534,Undirected,20
1687,1648,Undirected,20
1687,5810,Undirected,18
1687,2205,Undirected,17
1687,4838,Undirected,15
1687,816,Undirected,15
1687,3915,Undirected,12
1687,6138,Undirected,10
1687,3149,Undirected,10
994,4753,Undirected,163
994,1305,Undirected,50
994,500,Undirected,45
994,5001,Undirected,29
994,1852,Undirected,26
994,6374,Undirected,25
994,2791,Undirected,25
994,4491,Undirected,19
994,3896,Undirected,17
994,4011,Undirected,14
994,5071,Undirected,14
994,2064,Undirected,12
994,4790,Undirected,11
994,6251,Undirected,11
994,130,Undirected,11
994,4470,Undirected,10
994,5615,Undirected,10
994,2391,Undirected,10
994,4641,Undirected,10
994,2368,Undirected,9
130,5724,Undirected,28
130,134,Undirected,15
130,2791,Undirected,11
130,1852,Undirected,11
130,5273,Undirected,11
130,994,Undirected,11
130,5001,Undirected,9
130,3634,Undirected,8
130,3853,Undirected,8
130,27,Undirected,5
130,2108,Undirected,5
130,3660,Undirected,5
130,5749,Undirected,5
130,5583,Undirected,5
130,2646,Undirected,4
130,5547,Undirected,3
130,3896,Undirected,3
130,4470,Undirected,2
130,6374,Undirected,2
130,2391,Undirected,2
2646,5001,Undirected,56
2646,1852,Undirected,51
2646,5933,Undirected,44
2646,4753,Undirected,27
2646,2605,Undirected,14
2646,2278,Undirected,13
2646,6374,Undirected,12
2646,3896,Undirected,12
2646,3870,Undirected,9
2646,5814,Undirected,9
2646,500,Undirected,8
2646,3853,Undirected,8
2646,4011,Undirected,7
2646,2365,Undirected,7
2646,3023,Undirected,7
2646,994,Undirected,6
2646,4470,Undirected,6
2646,5010,Undirected,6
2646,955,Undirected,6
2646,6077,Undirected,6
4753,994,Undirected,163
4753,2646,Undirected,27
4753,4790,Undirected,21
4753,6231,Undirected,15
4753,4856,Undirected,15
4753,4193,Undirected,13
4753,4491,Undirected,12
4753,5810,Undirected,11
4753,6460,Undirected,11
4753,955,Undirected,11
4753,2641,Undirected,10
4753,3789,Undirected,9
4753,3023,Undirected,9
4753,1999,Undirected,8
4753,5001,Undirected,8
4753,1852,Undirected,8
4753,6251,Undirected,7
4753,1493,Undirected,7
4753,4438,Undirected,6
4753,3667,Undirected,6
4505,5925,Undirected,47
4505,3468,Undirected,35
4505,4239,Undirected,24
4505,5533,Undirected,18
4505,5047,Undirected,16
4505,387,Undirected,14
4505,619,Undirected,13
4505,6383,Undirected,12
4505,1105,Undirected,11
4505,4589,Undirected,10
4505,675,Undirected,9
4505,3758,Undirected,8
4505,374,Undirected,7
4505,2996,Undirected,7
4505,4528,Undirected,6
4505,3565,Undirected,6
4505,2832,Undirected,6
4505,4278,Undirected,6
4505,3445,Undirected,6
4505,2137,Undirected,6
6251,532,Undirected,43
6251,3286,Undirected,38
6251,948,Undirected,38
6251,5881,Undirected,36
6251,4678,Undirected,34
6251,1158,Undirected,23
6251,1260,Undirected,23
6251,5983,Undirected,23
6251,2099,Undirected,19
6251,450,Undirected,19
6251,4641,Undirected,18
6251,955,Undirected,17
6251,4335,Undirected,15
6251,3238,Undirected,14
6251,1943,Undirected,12
6251,1768,Undirected,12
6251,5001,Undirected,11
6251,994,Undirected,11
6251,668,Undirected,11
6251,504,Undirected,11
4470,6374,Undirected,10
4470,994,Undirected,10
4470,5001,Undirected,9
4470,373,Undirected,7
4470,1852,Undirected,6
4470,2646,Undirected,6
4470,3853,Undirected,5
4470,1425,Undirected,4
4470,3569,Undirected,4
4470,4321,Undirected,4
4470,4731,Undirected,3
4470,3170,Undirected,2
4470,5436,Undirected,2
4470,806,Undirected,2
4470,2781,Undirected,2
4470,5976,Undirected,2
4470,130,Undirected,2
4470,5615,Undirected,2
4470,2366,Undirected,2
4470,774,Undirected,2
5115,2490,Undirected,205
5115,912,Undirected,93
5115,2003,Undirected,13
5115,5692,Undirected,6
5115,661,Undirected,6
5115,3418,Undirected,5
5115,1555,Undirected,4
5115,5010,Undirected,4
5115,4285,Undirected,4
5115,2558,Undirected,4
5115,4955,Undirected,4
5115,1694,Undirected,4
5115,2121,Undirected,4
5115,5329,Undirected,4
5115,3853,Undirected,4
5115,33,Undirected,4
5115,3305,Undirected,4
5115,2365,Undirected,3
5115,6279,Undirected,3
5115,4845,Undirected,3
3746,6134,Undirected,116
3746,114,Undirected,105
3746,5451,Undirected,65
3746,6094,Undirected,51
3746,5695,Undirected,28
3746,4089,Undirected,20
3746,1527,Undirected,20
3746,1259,Undirected,13
3746,4878,Undirected,11
3746,6068,Undirected,10
3746,2641,Undirected,6
3746,3432,Undirected,5
3746,4753,Undirected,4
3746,3853,Undirected,4
3746,4848,Undirected,4
3746,5888,Undirected,4
3746,4622,Undirected,4
3746,33,Undirected,4
3746,4576,Undirected,3
3746,6261,Undirected,3
4636,6046,Undirected,94
4636,3896,Undirected,75
4636,3359,Undirected,19
4636,2989,Undirected,18
4636,350,Undirected,17
4636,4100,Undirected,12
4636,2634,Undirected,11
4636,1458,Undirected,11
4636,6172,Undirected,10
4636,2532,Undirected,10
4636,4011,Undirected,9
4636,4721,Undirected,7
4636,5781,Undirected,7
4636,3329,Undirected,6
4636,2726,Undirected,6
4636,4419,Undirected,6
4636,5547,Undirected,5
4636,3461,Undirected,5
4636,6044,Undirected,5
4636,5580,Undirected,5
3634,130,Undirected,8
3634,134,Undirected,4
3634,3853,Undirected,4
3634,4706,Undirected,2
3634,3468,Undirected,2
3634,5932,Undirected,2
3634,554,Undirected,1
3634,2227,Undirected,1
3634,4749,Undirected,1
3634,4256,Undirected,1
3634,5652,Undirected,1
3634,3806,Undirected,1
3634,3144,Undirected,1
3634,3021,Undirected,1
3634,4049,Undirected,1
3634,5227,Undirected,1
3634,1567,Undirected,1
3634,2842,Undirected,1
3634,2886,Undirected,1
3634,1852,Undirected,1
6261,1687,Undirected,96
6261,162,Undirected,13
6261,1999,Undirected,12
6261,2608,Undirected,11
6261,2108,Undirected,10
6261,6346,Undirected,7
6261,5017,Undirected,7
6261,5810,Undirected,6
6261,2389,Undirected,6
6261,5403,Undirected,4
6261,5868,Undirected,4
6261,3853,Undirected,4
6261,3180,Undirected,4
6261,4838,Undirected,4
6261,4482,Undirected,4
6261,3797,Undirected,4
6261,5085,Undirected,3
6261,2534,Undirected,3
6261,6463,Undirected,3
6261,4817,Undirected,3
5580,3297,Undirected,17
5580,908,Undirected,16
5580,4576,Undirected,7
5580,3500,Undirected,6
5580,424,Undirected,5
5580,1096,Undirected,5
5580,2585,Undirected,5
5580,4636,Undirected,5
5580,1851,Undirected,5
5580,4678,Undirected,5
5580,6460,Undirected,5
5580,6224,Undirected,5
5580,2375,Undirected,5
5580,5206,Undirected,4
5580,6325,Undirected,4
5580,2136,Undirected,4
5580,565,Undirected,4
5580,3853,Undirected,4
5580,4817,Undirected,4
5580,798,Undirected,4
3544,1565,Undirected,26
3544,2027,Undirected,24
3544,899,Undirected,15
3544,5453,Undirected,10
3544,6244,Undirected,10
3544,384,Undirected,9
3544,78,Undirected,8
3544,184,Undirected,6
3544,4626,Undirected,6
3544,2505,Undirected,6
3544,1839,Undirected,5
3544,869,Undirected,5
3544,1111,Undirected,4
3544,4714,Undirected,4
3544,3853,Undirected,4
3544,4930,Undirected,4
3544,3909,Undirected,4
3544,1523,Undirected,4
3544,1035,Undirected,4
3544,1949,Undirected,4
494,5081,Undirected,47
494,6409,Undirected,41
494,4256,Undirected,40
494,5676,Undirected,30
494,838,Undirected,27
494,2331,Undirected,22
494,498,Undirected,19
494,4773,Undirected,17
494,1785,Undirected,15
494,1868,Undirected,15
494,3734,Undirected,13
494,5446,Undirected,11
494,5823,Undirected,11
494,972,Undirected,10
494,1886,Undirected,9
494,2211,Undirected,8
494,1138,Undirected,8
494,3360,Undirected,8
494,405,Undirected,7
494,6069,Undirected,6
3328,606,Undirected,94
3328,6409,Undirected,38
3328,2681,Undirected,13
3328,1895,Undirected,8
3328,3703,Undirected,6
3328,1141,Undirected,4
3328,1332,Undirected,4
3328,5854,Undirected,3
3328,2083,Undirected,3
3328,281,Undirected,3
3328,3678,Undirected,3
3328,1536,Undirected,3
3328,1301,Undirected,3
3328,6110,Undirected,3
3328,661,Undirected,3
3328,1175,Undirected,3
3328,1642,Undirected,3
3328,5526,Undirected,3
3328,3996,Undirected,3
3328,5415,Undirected,3
2681,5616,Undirected,41
2681,6409,Undirected,30
2681,606,Undirected,14
2681,3328,Undirected,13
2681,3738,Undirected,8
2681,4736,Undirected,8
2681,1895,Undirected,7
2681,3841,Undirected,7
2681,4634,Undirected,4
2681,177,Undirected,4
2681,4077,Undirected,4
2681,1663,Undirected,3
2681,1574,Undirected,3
2681,5770,Undirected,3
2681,1618,Undirected,3
2681,1871,Undirected,3
2681,3293,Undirected,3
2681,1232,Undirected,3
2681,3938,Undirected,3
2681,3703,Undirected,3
2331,498,Undirected,26
2331,2806,Undirected,25
2331,494,Undirected,22
2331,3075,Undirected,19
2331,2346,Undirected,17
2331,6409,Undirected,15
2331,4710,Undirected,15
2331,1633,Undirected,15
2331,1808,Undirected,14
2331,5377,Undirected,13
2331,2155,Undirected,12
2331,1785,Undirected,12
2331,4240,Undirected,12
2331,3909,Undirected,11
2331,2554,Undirected,9
2331,1025,Undirected,9
2331,2393,Undirected,8
2331,6171,Undirected,7
2331,2292,Undirected,6
2331,1868,Undirected,6
5283,970,Undirected,115
5283,3758,Undirected,21
5283,3347,Undirected,13
5283,6409,Undirected,11
5283,5839,Undirected,8
5283,5456,Undirected,7
5283,3841,Undirected,7
5283,1895,Undirected,7
5283,234,Undirected,5
5283,6008,Undirected,5
5283,2540,Undirected,5
5283,5452,Undirected,5
5283,1608,Undirected,5
5283,5599,Undirected,5
5283,5945,Undirected,4
5283,4709,Undirected,4
5283,5434,Undirected,4
5283,5446,Undirected,4
5283,4930,Undirected,4
5283,2829,Undirected,4
498,6482,Undirected,37
498,5081,Undirected,35
498,1026,Undirected,29
498,2331,Undirected,26
498,5676,Undirected,24
498,838,Undirected,22
498,2155,Undirected,19
498,494,Undirected,19
498,6069,Undirected,10
498,6409,Undirected,8
498,4469,Undirected,7
498,5573,Undirected,7
498,3909,Undirected,6
498,1785,Undirected,6
498,2702,Undirected,6
498,2026,Undirected,6
498,1918,Undirected,6
498,1555,Undirected,5
498,3719,Undirected,5
498,1358,Undirected,4
987,1436,Undirected,187
987,2940,Undirected,18
987,5180,Undirected,18
987,5016,Undirected,15
987,5077,Undirected,12
987,1204,Undirected,11
987,2433,Undirected,11
987,446,Undirected,8
987,6409,Undirected,6
987,677,Undirected,5
987,4281,Undirected,4
987,3580,Undirected,4
987,3684,Undirected,3
987,5832,Undirected,3
987,1270,Undirected,3
987,5633,Undirected,3
987,1364,Undirected,3
987,3537,Undirected,3
987,5284,Undirected,3
987,4320,Undirected,3
281,5159,Undirected,44
281,1408,Undirected,41
281,3515,Undirected,35
281,6368,Undirected,21
281,3019,Undirected,20
281,1739,Undirected,18
281,6158,Undirected,18
281,1569,Undirected,17
281,5129,Undirected,10
281,103,Undirected,9
281,5140,Undirected,9
281,3670,Undirected,9
281,1555,Undirected,7
281,3208,Undirected,7
281,4832,Undirected,7
281,5590,Undirected,7
281,5832,Undirected,7
281,4099,Undirected,7
281,4342,Undirected,6
281,2719,Undirected,6
5488,1713,Undirected,4
5488,6409,Undirected,4
5488,3116,Undirected,3
5488,2321,Undirected,3
5488,1529,Undirected,3
5488,2021,Undirected,3
5488,1446,Undirected,3
5488,3386,Undirected,3
5488,6131,Undirected,3
5488,4077,Undirected,3
5488,2361,Undirected,3
5488,2876,Undirected,3
5488,2789,Undirected,3
5488,5878,Undirected,3
5488,3418,Undirected,2
5488,2184,Undirected,2
5488,4889,Undirected,2
5488,1642,Undirected,2
5488,513,Undirected,2
5488,2331,Undirected,2
804,5564,Undirected,34
804,6109,Undirected,11
804,4458,Undirected,6
804,6409,Undirected,4
804,4281,Undirected,4
804,661,Undirected,4
804,1690,Undirected,3
804,3721,Undirected,3
804,2250,Undirected,3
804,4339,Undirected,3
804,4023,Undirected,3
804,1772,Undirected,3
804,3590,Undirected,3
804,2520,Undirected,3
804,1246,Undirected,3
804,4926,Undirected,3
804,6251,Undirected,3
804,2540,Undirected,2
804,2857,Undirected,2
804,6248,Undirected,2
4445,4644,Undirected,62
4445,5292,Undirected,60
4445,4532,Undirected,5
4445,2876,Undirected,5
4445,4308,Undirected,5
4445,3116,Undirected,5
4445,4773,Undirected,4
4445,5494,Undirected,4
4445,2599,Undirected,4
4445,6409,Undirected,4
4445,5863,Undirected,4
4445,3670,Undirected,4
4445,191,Undirected,4
4445,5419,Undirected,4
4445,5452,Undirected,4
4445,6325,Undirected,3
4445,1668,Undirected,3
4445,1871,Undirected,3
4445,3182,Undirected,3
4445,2597,Undirected,3
3670,510,Undirected,97
3670,3984,Undirected,58
3670,794,Undirected,57
3670,4845,Undirected,55
3670,4722,Undirected,26
3670,2121,Undirected,22
3670,2034,Undirected,21
3670,234,Undirected,11
3670,281,Undirected,9
3670,772,Undirected,8
3670,5818,Undirected,8
3670,5774,Undirected,8
3670,5329,Undirected,8
3670,2039,Undirected,7
3670,424,Undirected,7
3670,2569,Undirected,7
3670,3440,Undirected,6
3670,6239,Undirected,6
3670,3909,Undirected,6
3670,1141,Undirected,6
268,3845,Undirected,67
268,5440,Undirected,51
268,148,Undirected,49
268,5437,Undirected,41
268,5747,Undirected,21
268,2840,Undirected,20
268,3449,Undirected,15
268,3499,Undirected,14
268,2416,Undirected,13
268,3874,Undirected,11
268,3824,Undirected,10
268,3056,Undirected,8
268,4005,Undirected,8
268,2477,Undirected,6
268,4685,Undirected,6
268,5281,Undirected,6
268,5261,Undirected,4
268,2766,Undirected,4
268,1429,Undirected,4
268,6409,Undirected,4
510,3670,Undirected,97
510,2958,Undirected,57
510,4722,Undirected,42
510,4845,Undirected,41
510,794,Undirected,26
510,2034,Undirected,11
510,2136,Undirected,10
510,2250,Undirected,9
510,1528,Undirected,9
510,772,Undirected,8
510,6101,Undirected,7
510,3153,Undirected,7
510,5832,Undirected,6
510,234,Undirected,6
510,2121,Undirected,6
510,20,Undirected,6
510,6244,Undirected,6
510,741,Undirected,6
510,5329,Undirected,6
510,4576,Undirected,6
6214,5306,Undirected,50
6214,2975,Undirected,34
6214,1650,Undirected,24
6214,5147,Undirected,22
6214,4594,Undirected,19
6214,3116,Undirected,19
6214,3087,Undirected,17
6214,5226,Undirected,12
6214,2745,Undirected,8
6214,86,Undirected,7
6214,1141,Undirected,6
6214,6318,Undirected,6
6214,4958,Undirected,6
6214,3040,Undirected,6
6214,2790,Undirected,5
6214,2889,Undirected,5
6214,1534,Undirected,5
6214,5388,Undirected,5
6214,5422,Undirected,5
6214,4303,Undirected,5
6248,3959,Undirected,101
6248,5538,Undirected,78
6248,3931,Undirected,56
6248,330,Undirected,49
6248,5017,Undirected,32
6248,5894,Undirected,26
6248,3293,Undirected,22
6248,4407,Undirected,12
6248,1471,Undirected,12
6248,6482,Undirected,8
6248,2702,Undirected,7
6248,3909,Undirected,6
6248,1358,Undirected,6
6248,162,Undirected,6
6248,5722,Undirected,5
6248,4838,Undirected,5
6248,1316,Undirected,4
6248,747,Undirected,4
6248,5422,Undirected,4
6248,3853,Undirected,4
3959,6248,Undirected,101
3959,3293,Undirected,60
3959,3931,Undirected,53
3959,5894,Undirected,43
3959,5538,Undirected,42
3959,330,Undirected,37
3959,6482,Undirected,15
3959,4099,Undirected,4
3959,1772,Undirected,4
3959,5722,Undirected,4
3959,1555,Undirected,4
3959,2130,Undirected,4
3959,6446,Undirected,4
3959,3855,Undirected,4
3959,1871,Undirected,4
3959,1483,Undirected,3
3959,4919,Undirected,3
3959,3313,Undirected,3
3959,5302,Undirected,3
3959,2766,Undirected,3
588,330,Undirected,33
588,1278,Undirected,22
588,243,Undirected,16
588,857,Undirected,8
588,1563,Undirected,6
588,6143,Undirected,5
588,1868,Undirected,5
588,4958,Undirected,5
588,3183,Undirected,4
588,6473,Undirected,4
588,6244,Undirected,4
588,5832,Undirected,3
588,3418,Undirected,3
588,606,Undirected,3
588,5292,Undirected,3
588,3608,Undirected,3
588,4392,Undirected,3
588,1174,Undirected,3
588,3966,Undirected,3
588,3424,Undirected,3
3293,3959,Undirected,60
3293,5894,Undirected,49
3293,3931,Undirected,45
3293,330,Undirected,36
3293,5538,Undirected,32
3293,139,Undirected,23
3293,6248,Undirected,22
3293,6340,Undirected,16
3293,4459,Undirected,14
3293,5072,Undirected,12
3293,2769,Undirected,11
3293,5892,Undirected,8
3293,6482,Undirected,7
3293,4067,Undirected,6
3293,2702,Undirected,6
3293,3894,Undirected,5
3293,3539,Undirected,5
3293,1618,Undirected,4
3293,4385,Undirected,4
3293,1238,Undirected,4
3931,5538,Undirected,119
3931,5894,Undirected,89
3931,6248,Undirected,56
3931,3959,Undirected,53
3931,3293,Undirected,45
3931,330,Undirected,26
3931,5722,Undirected,7
3931,1429,Undirected,5
3931,3314,Undirected,4
3931,929,Undirected,4
3931,4077,Undirected,3
3931,5700,Undirected,3
3931,3056,Undirected,3
3931,5494,Undirected,3
3931,4709,Undirected,3
3931,1555,Undirected,3
3931,3279,Undirected,3
3931,2975,Undirected,2
3931,5896,Undirected,2
3931,5498,Undirected,2
5538,3931,Undirected,119
5538,6248,Undirected,78
5538,3959,Undirected,42
5538,5894,Undirected,38
5538,3293,Undirected,32
5538,6482,Undirected,20
5538,330,Undirected,19
5538,118,Undirected,13
5538,2702,Undirected,12
5538,1358,Undirected,6
5538,4407,Undirected,6
5538,2538,Undirected,5
5538,3228,Undirected,5
5538,1238,Undirected,4
5538,5017,Undirected,4
5538,5573,Undirected,4
5538,162,Undirected,4
5538,4822,Undirected,3
5538,5700,Undirected,3
5538,192,Undirected,3
421,5896,Undirected,51
421,1540,Undirected,36
421,330,Undirected,16
421,5485,Undirected,10
421,297,Undirected,8
421,2528,Undirected,8
421,4986,Undirected,6
421,811,Undirected,6
421,5747,Undirected,5
421,6176,Undirected,5
421,5422,Undirected,5
421,6278,Undirected,5
421,4437,Undirected,5
421,6473,Undirected,4
421,5864,Undirected,4
421,1103,Undirected,4
421,1528,Undirected,4
421,5452,Undirected,4
421,4586,Undirected,4
421,2786,Undirected,3
2387,5485,Undirected,39
2387,5003,Undirected,20
2387,5896,Undirected,17
2387,330,Undirected,13
2387,1663,Undirected,9
2387,1908,Undirected,6
2387,3322,Undirected,5
2387,5212,Undirected,5
2387,950,Undirected,4
2387,1682,Undirected,4
2387,4258,Undirected,3
2387,4798,Undirected,3
2387,1694,Undirected,3
2387,3539,Undirected,3
2387,3109,Undirected,3
2387,6214,Undirected,2
2387,139,Undirected,2
2387,5175,Undirected,2
2387,2538,Undirected,2
2387,2726,Undirected,2
6143,4741,Undirected,18
6143,330,Undirected,10
6143,588,Undirected,5
6143,5452,Undirected,3
6143,5292,Undirected,3
6143,3858,Undirected,2
6143,3996,Undirected,2
6143,2313,Undirected,2
6143,1618,Undirected,2
6143,857,Undirected,2
6143,3897,Undirected,2
6143,1003,Undirected,2
6143,6421,Undirected,2
6143,301,Undirected,2
6143,4077,Undirected,2
6143,4919,Undirected,2
6143,6266,Undirected,2
6143,3438,Undirected,2
6143,5593,Undirected,1
6143,3678,Undirected,1
5894,3931,Undirected,89
5894,3293,Undirected,49
5894,3959,Undirected,43
5894,5538,Undirected,38
5894,6248,Undirected,26
5894,4459,Undirected,21
5894,330,Undirected,11
5894,5896,Undirected,8
5894,1639,Undirected,8
5894,4067,Undirected,6
5894,5609,Undirected,6
5894,6482,Undirected,6
5894,1646,Undirected,5
5894,3208,Undirected,4
5894,6341,Undirected,4
5894,1429,Undirected,4
5894,1141,Undirected,4
5894,5878,Undirected,4
5894,1555,Undirected,4
5894,4077,Undirected,4
5945,3153,Undirected,15
5945,330,Undirected,10
5945,6390,Undirected,9
5945,811,Undirected,8
5945,177,Undirected,5
5945,1232,Undirected,4
5945,6214,Undirected,4
5945,664,Undirected,4
5945,4099,Undirected,4
5945,5283,Undirected,4
5945,4492,Undirected,4
5945,3734,Undirected,3
5945,136,Undirected,3
5945,3841,Undirected,3
5945,4469,Undirected,3
5945,1017,Undirected,3
5945,3396,Undirected,3
5945,1574,Undirected,3
5945,3909,Undirected,3
5945,281,Undirected,3
5072,3293,Undirected,12
5072,330,Undirected,9
5072,1516,Undirected,7
5072,6390,Undirected,7
5072,721,Undirected,7
5072,5722,Undirected,5
5072,5211,Undirected,3
5072,3985,Undirected,3
5072,5894,Undirected,3
5072,4767,Undirected,2
5072,5701,Undirected,2
5072,3283,Undirected,2
5072,487,Undirected,2
5072,916,Undirected,2
5072,1804,Undirected,2
5072,2139,Undirected,2
5072,5892,Undirected,2
5072,4308,Undirected,2
5072,6011,Undirected,2
5072,2953,Undirected,1
5762,4986,Undirected,54
5762,5286,Undirected,48
5762,3996,Undirected,40
5762,5874,Undirected,24
5762,295,Undirected,16
5762,2148,Undirected,14
5762,4869,Undirected,12
5762,4727,Undirected,12
5762,2538,Undirected,7
5762,2528,Undirected,7
5762,330,Undirected,6
5762,1135,Undirected,5
5762,1138,Undirected,4
5762,5010,Undirected,4
5762,4875,Undirected,4
5762,1223,Undirected,4
5762,1618,Undirected,4
5762,211,Undirected,4
5762,3359,Undirected,4
5762,5026,Undirected,4
211,2182,Undirected,89
211,6340,Undirected,49
211,67,Undirected,37
211,5485,Undirected,28
211,4385,Undirected,23
211,2530,Undirected,22
211,4872,Undirected,17
211,912,Undirected,16
211,830,Undirected,16
211,1028,Undirected,13
211,2149,Undirected,13
211,520,Undirected,10
211,2876,Undirected,9
211,441,Undirected,8
211,3909,Undirected,8
211,679,Undirected,7
211,3908,Undirected,7
211,1942,Undirected,7
211,3418,Undirected,7
211,3706,Undirected,7
5329,257,Undirected,106
5329,4712,Undirected,78
5329,1732,Undirected,19
5329,3500,Undirected,17
5329,3909,Undirected,15
5329,3365,Undirected,15
5329,688,Undirected,14
5329,658,Undirected,13
5329,5599,Undirected,13
5329,4988,Undirected,11
5329,1716,Undirected,11
5329,175,Undirected,11
5329,2569,Undirected,11
5329,3452,Undirected,11
5329,4080,Undirected,10
5329,1886,Undirected,9
5329,824,Undirected,9
5329,6475,Undirected,9
5329,5211,Undirected,8
5329,1327,Undirected,8
3942,3949,Undirected,90
3942,2048,Undirected,28
3942,5832,Undirected,18
3942,3758,Undirected,15
3942,5184,Undirected,14
3942,1132,Undirected,7
3942,5599,Undirected,6
3942,5485,Undirected,6
3942,4077,Undirected,6
3942,1103,Undirected,5
3942,4845,Undirected,5
3942,6295,Undirected,5
3942,4437,Undirected,5
3942,4629,Undirected,5
3942,4069,Undirected,4
3942,177,Undirected,4
3942,2227,Undirected,4
3942,6473,Undirected,4
3942,625,Undirected,4
3942,2806,Undirected,4
424,3615,Undirected,56
424,3758,Undirected,15
424,1835,Undirected,9
424,2876,Undirected,7
424,3670,Undirected,7
424,2122,Undirected,7
424,500,Undirected,7
424,6448,Undirected,7
424,606,Undirected,7
424,4790,Undirected,7
424,3909,Undirected,6
424,5329,Undirected,6
424,5356,Undirected,6
424,3192,Undirected,6
424,2615,Undirected,6
424,453,Undirected,6
424,4706,Undirected,5
424,5554,Undirected,5
424,5580,Undirected,5
424,4509,Undirected,5
5971,6446,Undirected,96
5971,5859,Undirected,26
5971,3758,Undirected,9
5971,3015,Undirected,4
5971,3424,Undirected,4
5971,6475,Undirected,4
5971,1528,Undirected,4
5971,2292,Undirected,4
5971,67,Undirected,4
5971,1772,Undirected,3
5971,1851,Undirected,3
5971,1089,Undirected,3
5971,3670,Undirected,3
5971,3863,Undirected,3
5971,3959,Undirected,3
5971,6421,Undirected,3
5971,6473,Undirected,3
5971,278,Undirected,3
5971,3293,Undirected,3
5971,4816,Undirected,3
1223,5140,Undirected,38
1223,3208,Undirected,19
1223,5557,Undirected,10
1223,3758,Undirected,8
1223,1555,Undirected,6
1223,510,Undirected,5
1223,2987,Undirected,5
1223,1006,Undirected,5
1223,2338,Undirected,5
1223,3996,Undirected,5
1223,2122,Undirected,5
1223,1332,Undirected,5
1223,6251,Undirected,5
1223,1716,Undirected,4
1223,5419,Undirected,4
1223,4386,Undirected,4
1223,4077,Undirected,4
1223,4986,Undirected,4
1223,398,Undirected,4
1223,4712,Undirected,4
1253,4199,Undirected,46
1253,871,Undirected,45
1253,2174,Undirected,25
1253,2073,Undirected,8
1253,4122,Undirected,8
1253,3857,Undirected,8
1253,3758,Undirected,8
1253,3578,Undirected,6
1253,3037,Undirected,5
1253,1301,Undirected,5
1253,4069,Undirected,4
1253,3806,Undirected,3
1253,3942,Undirected,3
1253,6251,Undirected,3
1253,4497,Undirected,3
1253,5774,Undirected,3
1253,3678,Undirected,3
1253,4873,Undirected,3
1253,687,Undirected,3
1253,5010,Undirected,3
2602,1232,Undirected,28
2602,2109,Undirected,28
2602,6364,Undirected,23
2602,5456,Undirected,21
2602,2554,Undirected,20
2602,2168,Undirected,19
2602,3909,Undirected,19
2602,6141,Undirected,14
2602,6042,Undirected,14
2602,1268,Undirected,10
2602,1052,Undirected,9
2602,3758,Undirected,8
2602,163,Undirected,8
2602,3158,Undirected,7
2602,3539,Undirected,6
2602,3193,Undirected,6
2602,663,Undirected,5
2602,1618,Undirected,5
2602,2122,Undirected,4
2602,4345,Undirected,4
2292,4256,Undirected,72
2292,1566,Undirected,31
2292,3683,Undirected,23
2292,1555,Undirected,23
2292,4601,Undirected,22
2292,6003,Undirected,22
2292,1107,Undirected,21
2292,482,Undirected,21
2292,447,Undirected,21
2292,6111,Undirected,21
2292,5080,Undirected,16
2292,3909,Undirected,12
2292,436,Undirected,12
2292,4767,Undirected,10
2292,4610,Undirected,10
2292,817,Undirected,9
2292,3791,Undirected,8
2292,3758,Undirected,8
2292,2040,Undirected,7
2292,2036,Undirected,7
6111,6003,Undirected,32
6111,2292,Undirected,21
6111,817,Undirected,18
6111,1129,Undirected,14
6111,163,Undirected,13
6111,3683,Undirected,13
6111,6035,Undirected,8
6111,606,Undirected,7
6111,3758,Undirected,7
6111,1796,Undirected,6
6111,2122,Undirected,5
6111,5059,Undirected,4
6111,4767,Undirected,4
6111,2620,Undirected,4
6111,3425,Undirected,4
6111,2726,Undirected,3
6111,5089,Undirected,3
6111,24,Undirected,3
6111,5526,Undirected,3
