Source,Target,Type,Weight
1447,3043,Undirected,1
1447,1603,Undirected,1
1447,4073,Undirected,1
1447,3102,Undirected,1
1447,3358,Undirected,1
1447,5906,Undirected,1
1447,3000,Undirected,1
1447,3204,Undirected,1
1447,3622,Undirected,1
1447,1840,Undirected,1
1447,119,Undirected,1
1447,3951,Undirected,1
1447,5343,Undirected,1
1447,4675,Undirected,1
4216,1572,Undirected,145
4216,5721,Undirected,37
4216,3629,Undirected,16
4216,4115,Undirected,9
4216,1456,Undirected,8
4216,337,Undirected,6
4216,5908,Undirected,4
4216,4514,Undirected,3
4216,5972,Undirected,2
4216,1142,Undirected,2
4216,6330,Undirected,2
4216,2848,Undirected,2
4216,6054,Undirected,2
4216,111,Undirected,2
4216,3063,Undirected,2
4216,1391,Undirected,1
4216,1085,Undirected,1
4216,2542,Undirected,1
4216,2202,Undirected,1
4216,4558,Undirected,1
2797,4556,Undirected,166
2797,5629,Undirected,59
2797,4673,Undirected,51
2797,2955,Undirected,44
2797,3598,Undirected,29
2797,2824,Undirected,26
2797,364,Undirected,26
2797,1601,Undirected,18
2797,5385,Undirected,15
2797,571,Undirected,12
2797,6000,Undirected,9
2797,2103,Undirected,6
2797,5023,Undirected,4
2797,3939,Undirected,4
2797,3932,Undirected,4
2797,708,Undirected,3
2797,2928,Undirected,3
2797,2019,Undirected,3
2797,1411,Undirected,3
2797,5846,Undirected,3
2084,1285,Undirected,18
2084,3616,Undirected,9
2084,6100,Undirected,2
2084,1790,Undirected,2
2084,6092,Undirected,1
2084,2946,Undirected,1
2084,2352,Undirected,1
2084,5898,Undirected,1
2084,2773,Undirected,1
2084,5492,Undirected,1
2084,3682,Undirected,1
2084,906,Undirected,1
2084,2775,Undirected,1
2084,3505,Undirected,1
2084,6221,Undirected,1
2084,2312,Undirected,1
2084,3078,Undirected,1
2084,5851,Undirected,1
2084,3876,Undirected,1
2084,6405,Undirected,1
352,6470,Undirected,124
352,1007,Undirected,75
352,4985,Undirected,9
352,3677,Undirected,9
352,2924,Undirected,8
352,5487,Undirected,4
352,1237,Undirected,3
352,1802,Undirected,3
352,4174,Undirected,3
352,3748,Undirected,3
352,2929,Undirected,3
352,3781,Undirected,3
352,2386,Undirected,2
352,3958,Undirected,2
352,279,Undirected,2
352,2985,Undirected,2
352,3744,Undirected,2
352,1419,Undirected,2
352,3741,Undirected,2
352,2919,Undirected,2
97,5395,Undirected,1
97,4879,Undirected,1
97,2382,Undirected,1
97,691,Undirected,1
97,1166,Undirected,1
97,4413,Undirected,1
97,2729,Undirected,1
97,343,Undirected,1
97,5336,Undirected,1
97,2794,Undirected,1
97,5772,Undirected,1
97,5285,Undirected,1
97,502,Undirected,1
97,3035,Undirected,1
97,6127,Undirected,1
97,6470,Undirected,1
97,5555,Undirected,1
97,4984,Undirected,1
97,5270,Undirected,1
97,5853,Undirected,1
638,891,Undirected,17
638,4185,Undirected,1
638,5416,Undirected,1
638,1298,Undirected,1
638,1421,Undirected,1
638,3089,Undirected,1
638,5544,Undirected,1
638,1485,Undirected,1
638,3866,Undirected,1
638,5729,Undirected,1
638,1517,Undirected,1
638,4408,Undirected,1
638,82,Undirected,1
638,5840,Undirected,1
638,5673,Undirected,1
638,4700,Undirected,1
638,1892,Undirected,1
638,4479,Undirected,1
638,2660,Undirected,1
638,2533,Undirected,1
4844,57,Undirected,114
4844,768,Undirected,79
4844,5952,Undirected,19
4844,4915,Undirected,18
4844,5870,Undirected,17
4844,4404,Undirected,16
4844,1995,Undirected,14
4844,2203,Undirected,14
4844,3637,Undirected,13
4844,3370,Undirected,9
4844,3658,Undirected,7
4844,2970,Undirected,6
4844,5744,Undirected,6
4844,1386,Undirected,6
4844,631,Undirected,6
4844,4309,Undirected,5
4844,6445,Undirected,4
4844,4560,Undirected,4
4844,3916,Undirected,4
4844,1609,Undirected,4
6139,3581,Undirected,38
6139,3562,Undirected,35
6139,5956,Undirected,18
6139,4693,Undirected,12
6139,4688,Undirected,10
6139,2979,Undirected,9
6139,3587,Undirected,7
6139,2371,Undirected,3
6139,2310,Undirected,3
6139,5726,Undirected,2
6139,5210,Undirected,2
6139,3673,Undirected,2
6139,4008,Undirected,1
6139,36,Undirected,1
6139,4194,Undirected,1
6139,3224,Undirected,1
6139,3303,Undirected,1
6139,100,Undirected,1
6139,4130,Undirected,1
6139,2140,Undirected,1
695,1255,Undirected,13
695,2575,Undirected,8
695,266,Undirected,6
695,986,Undirected,4
695,4361,Undirected,4
695,2757,Undirected,4
695,5130,Undirected,4
695,4246,Undirected,3
695,1539,Undirected,3
695,5996,Undirected,3
695,214,Undirected,3
695,5883,Undirected,3
695,2635,Undirected,2
695,5293,Undirected,2
695,5654,Undirected,2
695,1022,Undirected,2
695,3508,Undirected,2
695,48,Undirected,2
695,1481,Undirected,2
695,4032,Undirected,1
1147,4229,Undirected,252
1147,264,Undirected,134
1147,5441,Undirected,108
1147,5975,Undirected,90
1147,4518,Undirected,82
1147,3251,Undirected,69
1147,5058,Undirected,45
1147,3772,Undirected,42
1147,3525,Undirected,27
1147,1926,Undirected,26
1147,1848,Undirected,26
1147,4013,Undirected,26
1147,2282,Undirected,25
1147,4159,Undirected,24
1147,1680,Undirected,21
1147,2984,Undirected,21
1147,4770,Undirected,20
1147,1634,Undirected,18
1147,1351,Undirected,17
1147,4982,Undirected,16
290,3685,Undirected,10
290,4235,Undirected,4
290,6093,Undirected,3
290,272,Undirected,2
290,881,Undirected,2
290,149,Undirected,1
290,5318,Undirected,1
290,3103,Undirected,1
290,3120,Undirected,1
290,4819,Undirected,1
290,365,Undirected,1
290,2654,Undirected,1
290,5911,Undirected,1
290,4236,Undirected,1
290,621,Undirected,1
290,5527,Undirected,1
290,4637,Undirected,1
290,4527,Undirected,1
290,5783,Undirected,1
290,283,Undirected,1
2354,3203,Undirected,82
2354,3378,Undirected,42
2354,1311,Undirected,36
2354,2015,Undirected,24
2354,2747,Undirected,20
2354,5709,Undirected,18
2354,2104,Undirected,12
2354,5683,Undirected,10
2354,593,Undirected,9
2354,4235,Undirected,7
2354,4912,Undirected,7
2354,3685,Undirected,7
2354,149,Undirected,6
2354,1359,Undirected,5
2354,5508,Undirected,5
2354,1037,Undirected,5
2354,272,Undirected,3
2354,621,Undirected,3
2354,1484,Undirected,3
2354,2854,Undirected,3
456,1031,Undirected,33
456,3965,Undirected,21
456,2750,Undirected,16
456,1638,Undirected,15
456,5715,Undirected,13
456,2483,Undirected,13
456,437,Undirected,9
456,1731,Undirected,7
456,2255,Undirected,7
456,771,Undirected,7
456,1467,Undirected,7
456,5098,Undirected,6
456,5244,Undirected,5
456,3134,Undirected,4
456,837,Undirected,4
456,1009,Undirected,4
456,6259,Undirected,3
456,1570,Undirected,3
456,2956,Undirected,3
456,3685,Undirected,3
2637,1998,Undirected,113
2637,4336,Undirected,45
2637,3764,Undirected,21
2637,615,Undirected,17
2637,4937,Undirected,6
2637,1116,Undirected,6
2637,4850,Undirected,5
2637,2287,Undirected,5
2637,1291,Undirected,4
2637,6313,Undirected,4
2637,3785,Undirected,4
2637,4377,Undirected,3
2637,729,Undirected,3
2637,3685,Undirected,3
2637,5255,Undirected,2
2637,5361,Undirected,2
2637,1515,Undirected,2
2637,2942,Undirected,2
2637,3727,Undirected,2
2637,2925,Undirected,1
1834,1982,Undirected,15
1834,863,Undirected,14
1834,5663,Undirected,14
1834,1606,Undirected,9
1834,1525,Undirected,5
1834,4646,Undirected,5
1834,2570,Undirected,4
1834,3685,Undirected,3
1834,1150,Undirected,3
1834,4391,Undirected,3
1834,224,Undirected,2
1834,2171,Undirected,1
1834,5095,Undirected,1
1834,4405,Undirected,1
1834,3387,Undirected,1
1834,3439,Undirected,1
1834,1932,Undirected,1
1834,3399,Undirected,1
1834,1021,Undirected,1
1834,796,Undirected,1
1982,1525,Undirected,28
1982,2179,Undirected,21
1982,1611,Undirected,19
1982,224,Undirected,18
1982,1834,Undirected,15
1982,863,Undirected,10
1982,5663,Undirected,10
1982,44,Undirected,8
1982,2570,Undirected,8
1982,2802,Undirected,8
1982,1606,Undirected,7
1982,4579,Undirected,5
1982,718,Undirected,5
1982,4646,Undirected,4
1982,995,Undirected,4
1982,1150,Undirected,3
1982,6263,Undirected,3
1982,1187,Undirected,3
1982,6155,Undirected,3
1982,3685,Undirected,3
1998,2637,Undirected,113
1998,4336,Undirected,45
1998,3764,Undirected,23
1998,615,Undirected,21
1998,2285,Undirected,21
1998,4850,Undirected,14
1998,5444,Undirected,12
1998,4937,Undirected,10
1998,2287,Undirected,6
1998,2962,Undirected,5
1998,2572,Undirected,5
1998,3785,Undirected,5
1998,4868,Undirected,4
1998,620,Undirected,4
1998,1291,Undirected,4
1998,5255,Undirected,4
1998,4435,Undirected,4
1998,1726,Undirected,4
1998,4377,Undirected,3
1998,1770,Undirected,3
272,1484,Undirected,42
272,3375,Undirected,36
272,5366,Undirected,29
272,4235,Undirected,20
272,1381,Undirected,17
272,881,Undirected,16
272,5198,Undirected,15
272,1924,Undirected,12
272,776,Undirected,9
272,4939,Undirected,6
272,149,Undirected,5
272,3617,Undirected,5
272,4862,Undirected,4
272,5168,Undirected,3
272,2141,Undirected,3
272,4128,Undirected,3
272,3685,Undirected,3
272,229,Undirected,3
272,2354,Undirected,3
272,2677,Undirected,3
437,2454,Undirected,63
437,2483,Undirected,52
437,3965,Undirected,34
437,837,Undirected,24
437,1812,Undirected,23
437,1598,Undirected,11
437,456,Undirected,9
437,5337,Undirected,6
437,558,Undirected,4
437,3685,Undirected,3
437,3366,Undirected,2
437,5098,Undirected,2
437,5930,Undirected,2
437,5327,Undirected,2
437,2968,Undirected,2
437,1967,Undirected,2
437,2578,Undirected,2
437,997,Undirected,1
437,391,Undirected,1
437,6113,Undirected,1
601,1385,Undirected,99
601,1906,Undirected,33
601,2655,Undirected,33
601,1729,Undirected,27
601,5833,Undirected,26
601,1231,Undirected,25
601,379,Undirected,21
601,505,Undirected,20
601,4898,Undirected,16
601,920,Undirected,14
601,2678,Undirected,9
601,6023,Undirected,9
601,4690,Undirected,9
601,3068,Undirected,8
601,5369,Undirected,7
601,2587,Undirected,7
601,3231,Undirected,6
601,4148,Undirected,6
601,5497,Undirected,5
601,3802,Undirected,5
5507,5858,Undirected,111
5507,1814,Undirected,94
5507,2640,Undirected,88
5507,2100,Undirected,27
5507,4252,Undirected,7
5507,217,Undirected,6
5507,1820,Undirected,5
5507,4687,Undirected,3
5507,3301,Undirected,3
5507,4108,Undirected,3
5507,3138,Undirected,3
5507,1091,Undirected,3
5507,1383,Undirected,2
5507,3898,Undirected,2
5507,4769,Undirected,2
5507,5234,Undirected,2
5507,1178,Undirected,2
5507,228,Undirected,2
5507,6117,Undirected,2
5507,6132,Undirected,2
1814,5858,Undirected,109
1814,5507,Undirected,94
1814,2640,Undirected,86
1814,2100,Undirected,19
1814,217,Undirected,6
1814,4252,Undirected,5
1814,628,Undirected,5
1814,1820,Undirected,5
1814,1615,Undirected,4
1814,4204,Undirected,4
1814,228,Undirected,3
1814,3138,Undirected,3
1814,4108,Undirected,3
1814,4687,Undirected,3
1814,1091,Undirected,3
1814,3301,Undirected,3
1814,4682,Undirected,3
1814,6117,Undirected,2
1814,1365,Undirected,2
1814,3851,Undirected,2
2640,5858,Undirected,88
2640,5507,Undirected,88
2640,1814,Undirected,86
2640,2100,Undirected,18
2640,217,Undirected,6
2640,1820,Undirected,5
2640,228,Undirected,5
2640,3428,Undirected,4
2640,6234,Undirected,4
2640,892,Undirected,4
2640,1518,Undirected,3
2640,1091,Undirected,3
2640,5658,Undirected,3
2640,5980,Undirected,3
2640,4687,Undirected,3
2640,4108,Undirected,3
2640,3138,Undirected,3
2640,1045,Undirected,3
2640,1178,Undirected,3
2640,4769,Undirected,2
5858,5507,Undirected,111
5858,1814,Undirected,109
5858,2640,Undirected,88
5858,2100,Undirected,17
5858,4252,Undirected,6
5858,217,Undirected,6
5858,628,Undirected,5
5858,1820,Undirected,5
5858,4682,Undirected,5
5858,1615,Undirected,4
5858,4204,Undirected,4
5858,1091,Undirected,3
5858,1178,Undirected,3
5858,3138,Undirected,3
5858,4687,Undirected,3
5858,4108,Undirected,3
5858,5658,Undirected,3
5858,3301,Undirected,3
5858,1410,Undirected,3
5858,5404,Undirected,2
2014,733,Undirected,125
2014,5995,Undirected,55
2014,1657,Undirected,34
2014,2939,Undirected,31
2014,3162,Undirected,25
2014,455,Undirected,21
2014,5067,Undirected,18
2014,4397,Undirected,15
2014,1331,Undirected,15
2014,5905,Undirected,14
2014,377,Undirected,14
2014,3631,Undirected,13
2014,4713,Undirected,11
2014,2100,Undirected,10
2014,5872,Undirected,10
2014,1981,Undirected,9
2014,87,Undirected,9
2014,5716,Undirected,4
2014,5844,Undirected,3
2014,1996,Undirected,3
5995,1657,Undirected,65
5995,455,Undirected,63
5995,2014,Undirected,55
5995,5905,Undirected,53
5995,4713,Undirected,49
5995,3599,Undirected,25
5995,4334,Undirected,15
5995,1214,Undirected,13
5995,733,Undirected,11
5995,52,Undirected,10
5995,2413,Undirected,10
5995,2809,Undirected,9
5995,2700,Undirected,8
5995,3096,Undirected,8
5995,1331,Undirected,8
5995,6059,Undirected,8
5995,1474,Undirected,6
5995,1627,Undirected,6
5995,4397,Undirected,5
5995,2025,Undirected,5
6067,3054,Undirected,38
6067,4562,Undirected,18
6067,4182,Undirected,5
6067,3022,Undirected,5
6067,1227,Undirected,3
6067,1444,Undirected,3
6067,3108,Undirected,3
6067,2100,Undirected,3
6067,2922,Undirected,2
6067,5827,Undirected,2
6067,228,Undirected,2
6067,3036,Undirected,2
6067,3176,Undirected,2
6067,5966,Undirected,2
6067,1317,Undirected,2
6067,6106,Undirected,2
6067,5528,Undirected,2
6067,413,Undirected,1
6067,4170,Undirected,1
6067,6057,Undirected,1
4807,1202,Undirected,14
4807,4904,Undirected,10
4807,4674,Undirected,8
4807,6119,Undirected,5
4807,2509,Undirected,5
4807,3611,Undirected,5
4807,4643,Undirected,4
4807,2793,Undirected,4
4807,3123,Undirected,4
4807,2697,Undirected,4
4807,232,Undirected,4
4807,5875,Undirected,4
4807,1115,Undirected,4
4807,6072,Undirected,4
4807,1251,Undirected,4
4807,4954,Undirected,4
4807,4941,Undirected,4
4807,5699,Undirected,4
4807,3736,Undirected,4
4807,844,Undirected,4
733,2014,Undirected,125
733,2939,Undirected,66
733,5067,Undirected,53
733,1981,Undirected,36
733,377,Undirected,35
733,5872,Undirected,33
733,3162,Undirected,27
733,4397,Undirected,16
733,1919,Undirected,16
733,87,Undirected,15
733,5250,Undirected,13
733,1331,Undirected,12
733,5995,Undirected,11
733,3631,Undirected,9
733,4612,Undirected,4
733,1657,Undirected,4
733,5596,Undirected,3
733,5576,Undirected,3
733,5905,Undirected,3
733,1987,Undirected,3
1657,455,Undirected,66
1657,5995,Undirected,65
1657,2014,Undirected,34
1657,5905,Undirected,17
1657,2700,Undirected,11
1657,147,Undirected,11
1657,655,Undirected,7
1657,18,Undirected,7
1657,5716,Undirected,6
1657,901,Undirected,6
1657,4180,Undirected,5
1657,2169,Undirected,5
1657,4713,Undirected,5
1657,2025,Undirected,5
1657,733,Undirected,4
1657,1627,Undirected,4
1657,1480,Undirected,4
1657,1331,Undirected,4
1657,1320,Undirected,4
1657,3639,Undirected,4
3999,6033,Undirected,99
3999,1139,Undirected,6
3999,3701,Undirected,5
3999,5817,Undirected,5
3999,870,Undirected,3
3999,5447,Undirected,3
3999,667,Undirected,3
3999,4211,Undirected,3
3999,2426,Undirected,2
3999,2065,Undirected,2
3999,6398,Undirected,2
3999,5607,Undirected,2
3999,3574,Undirected,2
3999,717,Undirected,2
3999,2068,Undirected,2
3999,2042,Undirected,2
3999,5499,Undirected,2
3999,310,Undirected,2
3999,4944,Undirected,2
3999,4498,Undirected,2
5443,3711,Undirected,58
5443,1765,Undirected,30
5443,1948,Undirected,21
5443,1143,Undirected,19
5443,2146,Undirected,11
5443,1439,Undirected,8
5443,4538,Undirected,6
5443,1600,Undirected,4
5443,4865,Undirected,4
5443,3261,Undirected,3
5443,845,Undirected,3
5443,3812,Undirected,3
5443,2978,Undirected,2
5443,4625,Undirected,2
5443,2721,Undirected,2
5443,779,Undirected,2
5443,4181,Undirected,2
5443,2947,Undirected,2
5443,5162,Undirected,2
5443,538,Undirected,2
1775,4496,Undirected,246
1775,3156,Undirected,120
1775,3426,Undirected,69
1775,5423,Undirected,68
1775,1997,Undirected,39
1775,777,Undirected,10
1775,5552,Undirected,10
1775,5665,Undirected,9
1775,5648,Undirected,7
1775,639,Undirected,6
1775,1903,Undirected,5
1775,5157,Undirected,4
1775,1004,Undirected,4
1775,6410,Undirected,4
1775,3161,Undirected,3
1775,2175,Undirected,3
1775,564,Undirected,2
1775,6199,Undirected,2
1775,5367,Undirected,2
1775,4796,Undirected,2
5406,4964,Undirected,3
5406,5064,Undirected,2
5406,5585,Undirected,2
5406,764,Undirected,2
5406,4569,Undirected,2
5406,3761,Undirected,2
5406,1960,Undirected,2
5406,3174,Undirected,2
5406,1189,Undirected,2
5406,3245,Undirected,2
5406,6228,Undirected,2
5406,3766,Undirected,2
5406,4655,Undirected,2
5406,4959,Undirected,2
5406,6335,Undirected,2
5406,4743,Undirected,2
5406,4429,Undirected,1
5406,397,Undirected,1
5406,493,Undirected,1
5406,79,Undirected,1
1476,5769,Undirected,62
1476,3132,Undirected,43
1476,2694,Undirected,37
1476,5007,Undirected,30
1476,1766,Undirected,20
1476,2860,Undirected,17
1476,3065,Undirected,10
1476,4301,Undirected,7
1476,4969,Undirected,7
1476,246,Undirected,7
1476,3031,Undirected,7
1476,187,Undirected,6
1476,225,Undirected,5
1476,4365,Undirected,5
1476,3849,Undirected,5
1476,791,Undirected,2
1476,6204,Undirected,2
1476,4707,Undirected,2
1476,19,Undirected,2
1476,884,Undirected,2
5418,5360,Undirected,34
5418,1786,Undirected,34
5418,2785,Undirected,1
5418,299,Undirected,1
5418,1379,Undirected,1
5418,309,Undirected,1
5418,329,Undirected,1
5418,2329,Undirected,1
5418,3490,Undirected,1
5418,5794,Undirected,1
5418,662,Undirected,1
5418,4474,Undirected,1
5418,5911,Undirected,1
5418,4640,Undirected,1
5418,3259,Undirected,1
5418,236,Undirected,1
5418,6120,Undirected,1
5418,460,Undirected,1
5418,4277,Undirected,1
5418,3778,Undirected,1
1823,2761,Undirected,13
1823,4840,Undirected,13
1823,945,Undirected,6
1823,2658,Undirected,3
1823,5190,Undirected,3
1823,59,Undirected,3
1823,261,Undirected,2
1823,725,Undirected,2
1823,4542,Undirected,1
1823,1761,Undirected,1
1823,4446,Undirected,1
1823,3699,Undirected,1
1823,3368,Undirected,1
1823,1340,Undirected,1
1823,3905,Undirected,1
1823,5240,Undirected,1
1823,5713,Undirected,1
1823,6147,Undirected,1
1823,3361,Undirected,1
1823,5018,Undirected,1
137,3327,Undirected,73
137,3027,Undirected,36
137,5776,Undirected,27
137,3859,Undirected,26
137,1300,Undirected,15
137,1076,Undirected,11
137,4604,Undirected,11
137,492,Undirected,5
137,495,Undirected,4
137,6376,Undirected,2
137,2379,Undirected,2
137,543,Undirected,2
137,1838,Undirected,2
137,4948,Undirected,2
137,4567,Undirected,2
137,2590,Undirected,2
137,5034,Undirected,1
137,3570,Undirected,1
137,2080,Undirected,1
137,4121,Undirected,1
742,1776,Undirected,11
742,3491,Undirected,7
742,3859,Undirected,7
742,827,Undirected,6
742,160,Undirected,6
742,1346,Undirected,6
742,5819,Undirected,5
742,4300,Undirected,5
742,680,Undirected,5
742,2023,Undirected,3
742,1930,Undirected,2
742,3458,Undirected,2
742,4616,Undirected,2
742,1658,Undirected,2
742,6434,Undirected,2
742,967,Undirected,2
742,5052,Undirected,2
742,4892,Undirected,2
742,1443,Undirected,2
742,2891,Undirected,1
1776,6135,Undirected,46
1776,6040,Undirected,14
1776,680,Undirected,11
1776,5389,Undirected,11
1776,742,Undirected,11
1776,360,Undirected,10
1776,160,Undirected,8
1776,827,Undirected,8
1776,6478,Undirected,8
1776,599,Undirected,7
1776,4553,Undirected,7
1776,5819,Undirected,6
1776,1641,Undirected,6
1776,3859,Undirected,5
1776,4300,Undirected,5
1776,938,Undirected,3
1776,4218,Undirected,3
1776,332,Undirected,3
1776,3458,Undirected,3
1776,3504,Undirected,2
5125,2225,Undirected,6
5125,401,Undirected,5
5125,3859,Undirected,3
5125,2261,Undirected,3
5125,3059,Undirected,2
5125,3588,Undirected,2
5125,6240,Undirected,2
5125,1347,Undirected,2
5125,671,Undirected,2
5125,5746,Undirected,1
5125,1027,Undirected,1
5125,1670,Undirected,1
5125,128,Undirected,1
5125,3886,Undirected,1
5125,2589,Undirected,1
5125,3235,Undirected,1
5125,3482,Undirected,1
5125,1836,Undirected,1
5125,3686,Undirected,1
5125,928,Undirected,1
5819,6478,Undirected,6
5819,1776,Undirected,6
5819,680,Undirected,5
5819,742,Undirected,5
5819,160,Undirected,4
5819,594,Undirected,3
5819,1641,Undirected,3
5819,1460,Undirected,3
5819,3859,Undirected,3
5819,5316,Undirected,2
5819,4347,Undirected,2
5819,3904,Undirected,2
5819,4489,Undirected,1
5819,827,Undirected,1
5819,6434,Undirected,1
5819,632,Undirected,1
5819,3575,Undirected,1
5819,599,Undirected,1
5819,6440,Undirected,1
5819,332,Undirected,1
401,4018,Undirected,6
401,671,Undirected,6
401,5125,Undirected,5
401,536,Undirected,4
401,181,Undirected,4
401,1347,Undirected,4
401,3953,Undirected,4
401,2261,Undirected,4
401,2273,Undirected,4
401,3397,Undirected,4
401,3489,Undirected,3
401,6304,Undirected,3
401,3859,Undirected,3
401,197,Undirected,3
401,1841,Undirected,3
401,4737,Undirected,3
401,5008,Undirected,2
401,4972,Undirected,2
401,1513,Undirected,2
401,5566,Undirected,2
6423,4388,Undirected,185
6423,5243,Undirected,16
6423,4945,Undirected,16
6423,5711,Undirected,2
6423,2087,Undirected,2
6423,3952,Undirected,2
6423,2742,Undirected,2
6423,2866,Undirected,2
6423,3859,Undirected,2
6423,4110,Undirected,2
6423,4771,Undirected,1
6423,6151,Undirected,1
6423,503,Undirected,1
6423,6344,Undirected,1
6423,6292,Undirected,1
6423,3017,Undirected,1
6423,3292,Undirected,1
6423,722,Undirected,1
6423,4565,Undirected,1
6423,2976,Undirected,1
2225,6418,Undirected,18
2225,5125,Undirected,6
2225,3591,Undirected,3
2225,3059,Undirected,2
2225,3588,Undirected,2
2225,3859,Undirected,2
2225,2992,Undirected,1
2225,3987,Undirected,1
2225,5370,Undirected,1
2225,5835,Undirected,1
2225,4302,Undirected,1
2225,3168,Undirected,1
2225,2787,Undirected,1
2225,1126,Undirected,1
2225,2316,Undirected,1
2225,878,Undirected,1
2225,303,Undirected,1
2225,3695,Undirected,1
2225,3813,Undirected,1
2225,3831,Undirected,1
3489,6312,Undirected,43
3489,3825,Undirected,17
3489,4536,Undirected,14
3489,418,Undirected,13
3489,3188,Undirected,10
3489,4664,Undirected,10
3489,4658,Undirected,7
3489,5217,Undirected,7
3489,2626,Undirected,6
3489,575,Undirected,6
3489,5362,Undirected,6
3489,4742,Undirected,5
3489,1177,Undirected,5
3489,5679,Undirected,4
3489,93,Undirected,4
3489,3319,Undirected,3
3489,5218,Undirected,3
3489,6304,Undirected,3
3489,674,Undirected,3
3489,4018,Undirected,3
3038,4677,Undirected,177
3038,497,Undirected,103
3038,1973,Undirected,24
3038,613,Undirected,7
3038,1236,Undirected,2
3038,3859,Undirected,2
3038,3880,Undirected,1
3038,3843,Undirected,1
3038,6159,Undirected,1
3038,5084,Undirected,1
3038,4433,Undirected,1
3038,578,Undirected,1
3038,3609,Undirected,1
3038,5263,Undirected,1
3038,1117,Undirected,1
3038,5600,Undirected,1
3038,3212,Undirected,1
3038,5611,Undirected,1
3038,5935,Undirected,1
3038,949,Undirected,1
4567,1594,Undirected,19
4567,5256,Undirected,18
4567,488,Undirected,14
4567,172,Undirected,11
4567,2156,Undirected,8
4567,4970,Undirected,6
4567,778,Undirected,4
4567,1592,Undirected,4
4567,1032,Undirected,4
4567,3391,Undirected,4
4567,3437,Undirected,3
4567,5710,Undirected,3
4567,2150,Undirected,3
4567,2596,Undirected,2
4567,3859,Undirected,2
4567,1054,Undirected,2
4567,5837,Undirected,2
4567,137,Undirected,2
4567,3872,Undirected,2
4567,5891,Undirected,2
6304,752,Undirected,5
6304,2395,Undirected,4
6304,4501,Undirected,4
6304,4165,Undirected,4
6304,2351,Undirected,3
6304,2712,Undirected,3
6304,401,Undirected,3
6304,4018,Undirected,3
6304,3489,Undirected,3
6304,5828,Undirected,3
6304,2692,Undirected,3
6304,6326,Undirected,3
6304,242,Undirected,3
6304,5604,Undirected,3
6304,1182,Undirected,3
6304,5246,Undirected,3
6304,2442,Undirected,3
6304,4153,Undirected,2
6304,1151,Undirected,2
6304,4669,Undirected,2
5708,6043,Undirected,42
5708,1880,Undirected,18
5708,5411,Undirected,17
5708,5259,Undirected,14
5708,6205,Undirected,9
5708,2096,Undirected,8
5708,4027,Undirected,7
5708,6337,Undirected,5
5708,1865,Undirected,5
5708,643,Undirected,3
5708,1929,Undirected,2
5708,6320,Undirected,2
5708,3723,Undirected,1
5708,3382,Undirected,1
5708,2973,Undirected,1
5708,800,Undirected,1
5708,3859,Undirected,1
5708,1489,Undirected,1
5708,1622,Undirected,1
5708,3805,Undirected,1
3218,6262,Undirected,31
3218,4051,Undirected,10
3218,3804,Undirected,10
3218,5659,Undirected,10
3218,3213,Undirected,9
3218,4561,Undirected,6
3218,4772,Undirected,6
3218,6373,Undirected,5
3218,5430,Undirected,5
3218,47,Undirected,5
3218,389,Undirected,5
3218,2105,Undirected,5
3218,1826,Undirected,4
3218,3105,Undirected,3
3218,2851,Undirected,3
3218,985,Undirected,3
3218,3728,Undirected,3
3218,1721,Undirected,3
3218,2485,Undirected,3
3218,2061,Undirected,3
4606,141,Undirected,95
4606,5477,Undirected,75
4606,4861,Undirected,74
4606,1478,Undirected,33
4606,4189,Undirected,14
4606,5997,Undirected,12
4606,3380,Undirected,11
4606,3930,Undirected,8
4606,4096,Undirected,5
4606,2403,Undirected,5
4606,6187,Undirected,5
4606,4052,Undirected,5
4606,1360,Undirected,4
4606,2082,Undirected,3
4606,5445,Undirected,3
4606,1625,Undirected,2
4606,5056,Undirected,2
4606,5915,Undirected,2
4606,4486,Undirected,2
4606,5133,Undirected,2
1169,2187,Undirected,30
1169,5048,Undirected,20
1169,5394,Undirected,19
1169,4508,Undirected,16
1169,4003,Undirected,15
1169,788,Undirected,8
1169,1979,Undirected,6
1169,1502,Undirected,5
1169,3388,Undirected,5
1169,1744,Undirected,5
1169,1345,Undirected,4
1169,4896,Undirected,3
1169,1584,Undirected,3
1169,4172,Undirected,3
1169,767,Undirected,3
1169,5766,Undirected,3
1169,1582,Undirected,2
1169,6191,Undirected,2
1169,4338,Undirected,2
1169,6180,Undirected,2
788,1744,Undirected,35
788,4003,Undirected,35
788,3435,Undirected,26
788,5048,Undirected,25
788,5394,Undirected,17
788,5775,Undirected,16
788,5624,Undirected,13
788,6001,Undirected,12
788,2187,Undirected,11
788,4896,Undirected,9
788,3389,Undirected,9
788,5470,Undirected,9
788,1274,Undirected,9
788,113,Undirected,9
788,1010,Undirected,9
788,5230,Undirected,8
788,1169,Undirected,8
788,6050,Undirected,7
788,4357,Undirected,7
788,2650,Undirected,7
1010,707,Undirected,69
1010,5470,Undirected,55
1010,5048,Undirected,22
1010,6050,Undirected,15
1010,4305,Undirected,14
1010,932,Undirected,14
1010,5394,Undirected,12
1010,2187,Undirected,9
1010,788,Undirected,9
1010,4508,Undirected,9
1010,2650,Undirected,5
1010,5368,Undirected,4
1010,3388,Undirected,4
1010,2012,Undirected,3
1010,1207,Undirected,3
1010,3140,Undirected,3
1010,113,Undirected,3
