id,map,result,playtime,roundsPlayed,roundsWon,roundsLost,roundsDisconnected,placement,score,kills,deaths,assists,damage,damageReceived,headshots,grenadeCasts,ability1Casts,ability2Casts,ultimateCasts,dealtHeadshots,dealtBodyshots,dealtLegshots,econRating,suicides,revived,firstBloods,firstDeaths,lastDeaths,survived,traded,kasted,kAST,flawless,thrifty,antiEco,totalThrifty,totalAntiEco,manAdvantage,manDisadvantage,aces,teamAces,clutches,clutchesLost,plants,defuses,kdRatio,scorePerRound,damagePerRound,headshotsPercentage,damageDelta,damageDeltaPerRound,rank,trnPerformanceScore,player
7fc8bdbb-8b45-4abb-93a3-a949a6f25143,/Game/Maps/Canyon/Canyon,defeat,2032,20,7,13,0,1,7386,25,18,5,4771,3485,17,10.0,2.0,34.0,3.0,20,56,2,103,1,0,6,3,2,5,4,,80.0,1,1,,,,,,0,0,1.0,2.0,1,0,1.3888888888888888,369.3,238.55,25.64102564102564,1286,64.3,,809,沖縄に行くために%231tab
c167db84-1d97-4a56-9a31-1db02907b0b1,/Game/Maps/Pitt/Pitt,defeat,2486,22,9,13,0,1,7611,25,17,5,4938,3296,18,11.0,7.0,25.0,3.0,18,48,1,93,0,0,2,2,4,5,3,,86.0,1,1,,,,,,0,0,,4.0,0,1,1.4705882352941178,345.95454545454544,224.45454545454547,26.865671641791046,1642,74.63636363636364,,880,沖縄に行くために%231tab
d9200d5e-45d4-4635-a14c-73050e0bfec3,/Game/Maps/Bonsai/Bonsai,victory,1970,21,13,8,0,3,4845,16,16,8,3525,3117,10,6.0,13.0,20.0,3.0,11,51,3,62,0,0,4,2,1,5,5,,76.0,1,0,,,,,,0,2,1.0,1.0,0,1,1.0,230.71428571428572,167.85714285714286,16.923076923076923,408,19.428571428571427,,727,沖縄に行くために%231tab
1d2d9673-3521-4561-ba2d-d7216dcb1baa,/Game/Maps/Bonsai/Bonsai,tied,2845,30,15,15,0,1,9837,32,27,6,6350,5260,20,13.0,8.0,66.0,2.0,23,80,3,62,0,0,3,0,6,5,6,,67.0,0,0,,,,,,0,0,1.0,6.0,0,1,1.1851851851851851,327.9,211.66666666666666,21.69811320754717,1090,36.333333333333336,,716,沖縄に行くために%231tab
8726bd32-a70d-480c-8af9-d0212e3fb9d9,/Game/Maps/Port/Port,defeat,1705,20,7,13,0,4,4351,14,15,4,2969,2739,7,8.0,4.0,8.0,1.0,7,48,1,60,0,0,1,5,0,5,4,,65.0,0,0,,,,,,0,0,,,0,0,0.9333333333333333,217.55,148.45,12.5,230,11.5,,473,沖縄に行くために%231tab
1d5d0e98-7ee6-4d47-b323-f4a86b47f087,/Game/Maps/Jam/Jam,victory,1467,16,13,3,0,3,4001,16,5,1,2792,922,10,12.0,4.0,13.0,1.0,10,28,2,68,0,0,2,2,1,11,0,,75.0,1,0,,,,,,0,0,2.0,1.0,0,2,3.2,250.0625,174.5,25.0,1870,116.875,,815,沖縄に行くために%231tab
59bcd77d-ffea-49ab-b2a3-9f7da9f03a3b,/Game/Maps/Triad/Triad,victory,1868,19,13,6,0,8,3494,13,12,2,2315,2061,11,25.0,9.0,16.0,2.0,11,20,0,68,0,0,3,2,1,7,0,,53.0,1,0,,,,,,0,0,,1.0,0,0,1.0833333333333333,183.89473684210526,121.84210526315789,35.483870967741936,254,13.368421052631579,,460,沖縄に行くために%231tab
ee4fc2bb-c27d-4c8b-b6a3-b8a4e63fe202,/Game/Maps/Jam/Jam,victory,1475,17,13,4,0,1,5002,20,7,1,3111,1790,10,13.0,8.0,24.0,1.0,10,41,2,77,0,0,2,1,2,10,0,,71.0,0,0,,,,,,0,0,,2.0,0,0,2.857142857142857,294.2352941176471,183.0,18.867924528301888,1321,77.70588235294117,,813,沖縄に行くために%231tab
c883b0c8-2138-4043-a7b9-aad5289caa27,/Game/Maps/Canyon/Canyon,victory,2023,21,13,8,0,5,4129,16,11,3,2765,2145,13,15.0,8.0,23.0,2.0,14,21,1,64,0,0,1,0,2,10,3,,71.0,2,0,,,,,,1,0,1.0,,5,1,1.4545454545454546,196.61904761904762,131.66666666666666,38.88888888888889,620,29.523809523809526,,633,沖縄に行くために%231tab
f8696169-0c9e-4ae0-b386-11e2fb5986ab,/Game/Maps/Canyon/Canyon,victory,2377,26,14,12,0,2,7990,26,14,8,5322,2377,18,13.0,12.0,34.0,4.0,19,60,6,73,0,0,1,2,1,12,2,,85.0,0,0,,,,,,0,0,1.0,1.0,1,2,1.8571428571428572,307.3076923076923,204.69230769230768,22.35294117647059,2945,113.26923076923077,,923,沖縄に行くために%231tab
96722e9c-9bfa-48a2-924a-108c21b4b3b1,/Game/Maps/Ascent/Ascent,victory,1765,18,13,5,0,9,2732,9,11,3,1844,2109,5,5.0,3.0,2.0,0.0,5,32,2,44,0,0,1,3,1,7,4,,78.0,2,0,,,,,,0,0,,1.0,0,0,0.8181818181818182,151.77777777777777,102.44444444444444,12.82051282051282,-265,-14.722222222222221,,543,沖縄に行くために%231tab
c1678d13-7fbb-4ac2-b3ea-496ea92b3849,/Game/Maps/Port/Port,victory,1591,16,13,3,0,1,6574,25,9,1,4197,1968,18,9.0,8.0,8.0,2.0,19,33,2,97,0,0,5,0,1,7,4,,100.0,0,0,,,,,,0,0,,1.0,0,1,2.7777777777777777,410.875,262.3125,35.18518518518518,2229,139.3125,,1000,沖縄に行くために%231tab
9b1e9371-e43e-4036-a566-c6230ea842d8,/Game/Maps/Bonsai/Bonsai,victory,1680,18,13,5,0,1,6839,24,14,15,4589,2842,19,12.0,1.0,46.0,4.0,23,38,5,114,0,0,3,0,1,8,4,,100.0,0,0,,,,,,0,1,1.0,1.0,0,1,1.7142857142857142,379.94444444444446,254.94444444444446,34.84848484848485,1747,97.05555555555556,,1000,沖縄に行くために%231tab
53367bc7-d2f7-4498-944d-f51f0bcbf638,/Game/Maps/Bonsai/Bonsai,defeat,1589,18,5,13,0,7,3439,12,20,3,2101,3531,4,3.0,2.0,30.0,3.0,4,42,0,41,0,0,1,2,6,1,4,,67.0,1,0,,,,,,0,0,,6.0,0,0,0.6,191.05555555555554,116.72222222222223,8.695652173913043,-1430,-79.44444444444444,,274,沖縄に行くために%231tab
46192bfc-05a4-4540-9986-58b462b62f23,/Game/Maps/Triad/Triad,victory,2335,23,13,10,0,2,6652,22,15,8,4532,2910,16,15.0,9.0,8.0,1.0,17,50,1,74,0,0,3,1,3,8,5,,83.0,1,0,,,,,,0,0,1.0,3.0,0,0,1.4666666666666666,289.2173913043478,197.04347826086956,25.0,1622,70.52173913043478,,903,沖縄に行くために%231tab
9216785d-032b-4c05-8679-3a85403044a9,/Game/Maps/Canyon/Canyon,victory,2005,20,13,7,0,2,5821,20,16,5,3717,3203,15,5.0,9.0,4.0,1.0,17,38,1,58,0,0,2,3,3,4,2,,75.0,0,0,,,,,,0,0,,2.0,1,0,1.25,291.05,185.85,30.357142857142854,514,25.7,,794,沖縄に行くために%231tab
feba1f40-1621-447a-9e85-5c5a95d11bb5,/Game/Maps/Triad/Triad,victory,3120,32,17,15,0,1,9245,32,27,16,6079,5296,24,10.0,12.0,80.0,5.0,26,63,5,61,0,0,1,2,7,10,7,,91.0,0,1,,,,,,0,0,1.0,7.0,3,0,1.1851851851851851,288.90625,189.96875,27.659574468085108,783,24.46875,,866,沖縄に行くために%231tab
a5cb2b51-f4a6-4a49-a775-827918465695,/Game/Maps/Ascent/Ascent,defeat,2015,21,8,13,0,1,6471,20,18,10,4743,3802,15,8.0,7.0,8.0,1.0,17,59,3,69,0,0,4,1,1,3,3,,86.0,0,0,,,,,,0,0,,1.0,0,0,1.1111111111111112,308.14285714285717,225.85714285714286,21.518987341772153,941,44.80952380952381,,822,沖縄に行くために%231tab
a38cf0d8-21ba-4224-9364-db22a4b8b874,/Game/Maps/Canyon/Canyon,defeat,2610,24,11,13,0,6,4716,17,18,7,3243,3055,8,15.0,12.0,30.0,4.0,9,46,5,52,0,0,2,3,3,6,3,,71.0,0,2,,,,,,0,0,1.0,2.0,1,0,0.9444444444444444,196.5,135.125,15.0,188,7.833333333333333,,532,沖縄に行くために%231tab
bcda89fd-9469-4fd0-97c1-b012c80f5921,/Game/Maps/Port/Port,victory,1868,21,13,8,0,1,6798,23,14,3,4961,2952,17,10.0,6.0,7.0,1.0,18,54,7,90,0,0,0,2,1,7,3,,71.0,0,0,,,,,,0,0,,1.0,0,0,1.6428571428571428,323.7142857142857,236.23809523809524,22.78481012658228,2009,95.66666666666667,,840,沖縄に行くために%231tab
f11620ed-57db-44e5-923a-b656a6b0de3a,/Game/Maps/Port/Port,victory,2078,21,13,8,0,1,7327,24,13,8,4716,2491,11,3.0,5.0,23.0,2.0,12,53,4,102,0,0,4,0,1,8,1,,86.0,3,0,,,,,,0,1,,1.0,1,0,1.8461538461538463,348.9047619047619,224.57142857142858,17.391304347826086,2225,105.95238095238095,,978,沖縄に行くために%231tab
d54b868d-d137-4746-acb0-9104ba8fc663,/Game/Maps/Pitt/Pitt,victory,1732,16,13,3,0,1,7983,28,9,7,4871,1951,16,8.0,8.0,3.0,1.0,19,59,6,110,0,0,8,1,1,7,3,,94.0,1,0,,,,,,0,0,,1.0,0,0,3.111111111111111,498.9375,304.4375,22.61904761904762,2920,182.5,,1000,沖縄に行くために%231tab
44e38b9b-86b0-4c7c-a6ba-1147f81f8016,/Game/Maps/Triad/Triad,defeat,3274,32,15,17,0,3,7088,24,23,7,5056,3931,16,13.0,21.0,34.0,5.0,18,56,8,48,0,0,4,6,2,9,6,,69.0,2,0,,,,,,0,1,,2.0,3,1,1.0434782608695652,221.5,158.0,21.951219512195124,1125,35.15625,,630,沖縄に行くために%231tab
713b6913-3355-4432-8dd4-823dc75c8624,/Game/Maps/Pitt/Pitt,defeat,1469,16,3,13,0,5,3876,12,12,6,2635,1761,9,2.0,9.0,18.0,1.0,13,33,7,71,0,0,2,1,3,4,0,,88.0,0,0,,,,,,0,0,,4.0,0,0,1.0,242.25,164.6875,24.528301886792452,874,54.625,,735,沖縄に行くために%231tab
46f9a2e0-2b3c-442f-b016-3e404fef4ded,/Game/Maps/Canyon/Canyon,victory,2882,28,15,13,0,2,7267,27,20,4,5044,3980,14,18.0,7.0,7.0,1.0,16,50,7,59,0,0,5,4,3,8,6,,75.0,1,0,,,,,,0,1,1.0,4.0,0,0,1.35,259.5357142857143,180.14285714285714,21.91780821917808,1064,38.0,,751,沖縄に行くために%231tab
2ed715f7-0b17-4357-b2f4-abd1c05a03e2,/Game/Maps/Bonsai/Bonsai,victory,2439,26,14,12,0,1,6864,25,18,5,4554,3452,15,12.0,19.0,29.0,4.0,15,47,3,64,0,0,3,1,3,8,5,,85.0,1,0,,,,,,0,2,,4.0,0,0,1.3888888888888888,264.0,175.15384615384616,23.076923076923077,1102,42.38461538461539,,846,沖縄に行くために%231tab
b176c7a5-c0a0-4a40-a072-72295440ca4b,/Game/Maps/Jam/Jam,tied,3036,30,15,15,0,2,9499,33,29,8,6116,5808,19,9.0,5.0,83.0,6.0,20,87,2,64,0,0,4,2,5,7,7,,77.0,0,1,,,,,,0,0,1.0,5.0,1,0,1.1379310344827587,316.6333333333333,203.86666666666667,18.34862385321101,308,10.266666666666667,,772,沖縄に行くために%231tab
d6afbe65-e6ae-460d-9e37-fb2956992e7a,/Game/Maps/Ascent/Ascent,victory,1280,14,13,1,0,1,5867,22,6,3,3956,1518,15,3.0,8.0,16.0,2.0,16,30,1,141,0,0,5,0,0,8,1,,86.0,2,0,,,,,,0,0,,,0,1,3.6666666666666665,419.07142857142856,282.57142857142856,34.04255319148936,2438,174.14285714285714,,978,沖縄に行くために%231tab
85bfcaaa-e8dc-44ab-b882-6a1cda3a96da,/Game/Maps/Port/Port,victory,1572,17,13,4,0,2,5269,18,10,6,3894,2061,11,3.0,8.0,18.0,2.0,11,51,4,111,0,0,2,0,0,7,2,,82.0,1,0,,,,,,0,0,,,0,0,1.8,309.94117647058823,229.05882352941177,16.666666666666664,1833,107.82352941176471,,937,沖縄に行くために%231tab
b09492a9-b078-4110-97b1-19fef1440085,/Game/Maps/Jam/Jam,victory,2508,23,13,10,0,1,6823,25,16,3,4800,2679,18,10.0,18.0,24.0,3.0,18,48,2,94,0,0,5,0,5,7,3,,91.0,0,0,,,,,,0,0,,6.0,0,1,1.5625,296.6521739130435,208.69565217391303,26.47058823529412,2121,92.21739130434783,,960,沖縄に行くために%231tab
cae3c054-8e45-45fc-b778-38c40c8a4403,/Game/Maps/Port/Port,victory,2531,24,13,11,0,2,6680,25,18,2,4603,3114,21,6.0,15.0,30.0,2.0,22,34,1,62,0,0,2,4,4,6,3,,83.0,0,0,,,,,,0,0,,4.0,0,1,1.3888888888888888,278.3333333333333,191.79166666666666,38.59649122807017,1489,62.041666666666664,,870,沖縄に行くために%231tab
efa8b7c4-eb7b-4059-b1be-015e0e57ac2c,/Game/Maps/Ascent/Ascent,defeat,1907,18,5,13,0,4,4271,14,17,3,2758,3054,12,2.0,10.0,19.0,3.0,14,32,1,58,0,0,3,2,2,1,4,,72.0,0,0,,,,,,0,0,,2.0,0,0,0.8235294117647058,237.27777777777777,153.22222222222223,29.78723404255319,-296,-16.444444444444443,,503,沖縄に行くために%231tab
f26da87b-82c8-48bc-b0fe-b9f8127ca0e9,/Game/Maps/Bonsai/Bonsai,victory,2141,22,13,9,0,2,6072,21,16,10,3970,3389,13,7.0,7.0,60.0,2.0,14,54,0,76,0,0,2,1,4,8,1,,77.0,1,0,,,,,,0,0,,4.0,1,0,1.3125,276.0,180.45454545454547,20.588235294117645,581,26.40909090909091,,806,沖縄に行くために%231tab
b48546a8-dbe6-4a15-846b-d3464bcb1732,/Game/Maps/Bonsai/Bonsai,defeat,2038,22,9,13,0,5,4761,15,18,5,3348,3100,10,1.0,9.0,18.0,4.0,10,49,4,60,0,0,2,1,2,4,4,,73.0,1,0,,,,,,0,0,1.0,2.0,0,1,0.8333333333333334,216.4090909090909,152.1818181818182,15.873015873015872,248,11.272727272727273,,568,沖縄に行くために%231tab
7d0b5d8d-3159-4c97-9639-fbf3acd6cfc6,/Game/Maps/Canyon/Canyon,victory,2167,21,13,8,0,4,5376,19,14,3,3229,2439,11,6.0,10.0,17.0,5.0,11,35,7,68,0,0,4,1,1,7,3,,76.0,1,0,,,,,,0,0,,2.0,1,0,1.3571428571428572,256.0,153.76190476190476,20.754716981132077,790,37.61904761904762,,790,沖縄に行くために%231tab
8a7ae307-2010-437b-bc10-59d0ed5372f6,/Game/Maps/Pitt/Pitt,victory,1726,19,13,6,0,1,6419,23,11,5,4225,2123,13,4.0,13.0,16.0,4.0,14,48,3,111,0,1,4,3,2,8,1,,89.0,0,0,,,,,,0,0,1.0,2.0,1,1,2.090909090909091,337.8421052631579,222.3684210526316,21.53846153846154,2102,110.63157894736842,,990,沖縄に行くために%231tab
f8770155-fa5d-45f9-ad4a-07685bdfb82e,/Game/Maps/Jam/Jam,victory,1811,20,13,7,0,1,7490,29,12,6,4632,2242,16,16.0,3.0,13.0,2.0,17,58,5,85,0,0,2,2,2,8,3,,90.0,2,0,,,,,,0,0,1.0,2.0,0,0,2.4166666666666665,374.5,231.6,21.25,2390,119.5,,996,沖縄に行くために%231tab
baede02f-b7ce-433a-9146-9d062f7dc718,/Game/Maps/Canyon/Canyon,victory,1799,17,13,4,0,1,5966,22,9,6,3731,2067,10,9.0,5.0,21.0,2.0,10,50,0,95,0,0,6,0,2,8,2,,88.0,0,1,,,,,,0,0,,3.0,0,0,2.4444444444444446,350.94117647058823,219.47058823529412,16.666666666666664,1664,97.88235294117646,,987,沖縄に行くために%231tab
65985177-1e3a-4332-9139-184e77e81c75,/Game/Maps/Bonsai/Bonsai,victory,2171,21,13,8,0,1,6732,25,14,2,4442,2567,16,14.0,5.0,12.0,2.0,17,51,2,76,0,1,5,4,1,7,2,,67.0,1,0,,,,,,0,1,2.0,,0,0,1.7857142857142858,320.57142857142856,211.52380952380952,24.285714285714285,1875,89.28571428571429,,791,沖縄に行くために%231tab
c2cec3f5-c722-4729-ab5c-39f315ecca14,/Game/Maps/Duality/Duality,victory,3007,28,15,13,0,6,5378,18,22,6,3721,4215,13,17.0,3.0,8.0,3.0,14,42,5,48,0,1,1,5,0,6,4,,57.0,0,0,,,,,,0,0,,,0,1,0.8181818181818182,192.07142857142858,132.89285714285714,22.950819672131146,-494,-17.642857142857142,,400,沖縄に行くために%231tab
8699d8d5-b8ec-4980-a1aa-dd82e10747ac,/Game/Maps/Infinity/Infinity,victory,1796,20,13,7,0,1,7557,27,15,6,4649,3299,13,5.0,14.0,17.0,5.0,13,52,2,125,0,0,3,1,2,5,6,,90.0,1,0,,,,,,0,1,1.0,2.0,0,0,1.8,377.85,232.45,19.402985074626866,1350,67.5,,981,沖縄に行くために%231tab
b00c6e38-23d3-4558-a9bf-a2623c4deffa,/Game/Maps/Bonsai/Bonsai,victory,1387,15,13,2,0,1,5518,20,10,2,3374,2109,9,3.0,3.0,16.0,1.0,9,30,2,96,0,0,7,1,0,5,3,,73.0,3,1,,,,,,0,0,,,0,0,2.0,367.8666666666667,224.93333333333334,21.951219512195124,1265,84.33333333333333,,863,沖縄に行くために%231tab
3c1c3e83-c4a2-4457-8cfd-834030268c50,/Game/Maps/Triad/Triad,victory,1703,19,13,6,0,1,6508,22,16,6,4174,3213,19,7.0,2.0,52.0,2.0,20,41,2,77,1,0,4,2,1,5,5,,79.0,1,0,,,,,,0,0,,1.0,0,1,1.375,342.5263157894737,219.68421052631578,31.746031746031743,961,50.578947368421055,,893,沖縄に行くために%231tab
d5822900-3400-474e-8d77-ddb6ae43a399,/Game/Maps/Jam/Jam,victory,1699,18,13,5,0,2,6138,21,14,7,3875,2822,15,7.0,4.0,47.0,2.0,15,39,2,90,0,0,7,0,1,6,2,,72.0,1,1,,,,,,0,0,,1.0,0,0,1.5,341.0,215.27777777777777,26.785714285714285,1053,58.5,,838,沖縄に行くために%231tab
1f3d1b94-0cec-40c8-90fe-c692e184ae92,/Game/Maps/Jam/Jam,defeat,2387,22,9,13,0,4,6519,24,17,3,4260,3087,17,10.0,16.0,41.0,4.0,18,42,4,76,0,1,2,2,3,5,3,,73.0,0,0,,,,,,0,0,1.0,3.0,0,1,1.411764705882353,296.3181818181818,193.63636363636363,28.125,1173,53.31818181818182,,728,沖縄に行くために%231tab
b16f5c86-9997-415f-926e-ae572f0d65fe,/Game/Maps/Bonsai/Bonsai,defeat,1944,22,9,13,0,2,6767,22,15,3,4345,2782,13,11.0,4.0,9.0,2.0,14,44,4,79,0,2,4,2,3,7,1,,68.0,1,0,,,,,,0,0,1.0,3.0,0,1,1.4666666666666666,307.59090909090907,197.5,22.58064516129032,1563,71.04545454545455,,703,沖縄に行くために%231tab
b1b7c73c-707b-433b-8f21-c9901b1f7292,/Game/Maps/Triad/Triad,victory,2196,20,13,7,0,1,6284,21,18,9,4259,3152,16,10.0,1.0,66.0,3.0,20,50,4,88,0,0,2,1,1,5,6,,95.0,1,0,,,,,,0,1,,1.0,0,0,1.1666666666666667,314.2,212.95,27.027027027027028,1107,55.35,,958,沖縄に行くために%231tab
6c1c5326-39d6-42b0-a790-37e193ee8ee2,/Game/Maps/Pitt/Pitt,victory,2511,23,13,10,0,1,8591,28,15,7,5464,2663,15,18.0,17.0,24.0,3.0,15,66,7,91,0,2,5,2,2,8,4,,78.0,2,0,,,,,,0,0,,2.0,0,1,1.8666666666666667,373.5217391304348,237.56521739130434,17.045454545454543,2801,121.78260869565217,,907,沖縄に行くために%231tab
b4e11e78-4754-40f7-b515-b6162ddb5f1a,/Game/Maps/Canyon/Canyon,victory,1790,19,13,6,0,2,5004,19,9,2,3201,1971,14,16.0,9.0,25.0,3.0,15,31,3,65,0,1,0,1,2,10,1,,74.0,0,0,,,,,,0,1,,2.0,3,0,2.111111111111111,263.36842105263156,168.47368421052633,30.612244897959183,1230,64.73684210526316,,803,沖縄に行くために%231tab
64978c58-7f90-4035-b86f-4f9d481025e8,/Game/Maps/Duality/Duality,victory,1527,17,13,4,0,2,5161,18,10,5,3712,2049,14,10.0,5.0,7.0,2.0,16,35,1,88,0,1,3,0,1,7,5,,76.0,1,0,,,,,,0,1,,1.0,0,1,1.8,303.5882352941176,218.35294117647058,30.76923076923077,1663,97.82352941176471,,881,沖縄に行くために%231tab
45341cb5-c7e2-4399-a8b2-31000667c9c6,/Game/Maps/Jam/Jam,defeat,2452,23,10,13,0,4,5885,20,19,7,3864,3564,15,16.0,5.0,7.0,2.0,15,45,3,59,0,1,5,6,1,4,1,,65.0,1,1,,,,,,0,0,,1.0,0,0,1.0526315789473684,255.8695652173913,168.0,23.809523809523807,300,13.043478260869565,,568,沖縄に行くために%231tab
f1b6d869-c084-47e2-a8de-7a6402250e12,/Game/Maps/Bonsai/Bonsai,victory,2726,30,16,14,0,3,7759,28,21,5,5532,4479,16,18.0,4.0,19.0,2.0,17,60,3,66,0,1,4,3,2,9,3,,67.0,0,0,,,,,,0,0,2.0,2.0,1,1,1.3333333333333333,258.6333333333333,184.4,21.25,1053,35.1,,659,沖縄に行くために%231tab
93ab3163-b491-4d60-b3be-72b07ef55cc1,/Game/Maps/Infinity/Infinity,victory,2127,23,13,10,0,2,7310,25,17,8,4910,3606,15,12.0,2.0,61.0,3.0,15,58,3,98,0,0,2,2,5,9,7,,91.0,0,0,,,,,,0,0,1.0,6.0,0,1,1.4705882352941178,317.82608695652175,213.47826086956522,19.736842105263158,1304,56.69565217391305,,950,沖縄に行くために%231tab
649662aa-b4b6-437b-bc80-85fc21224b83,/Game/Maps/Pitt/Pitt,victory,409,5,5,0,0,8,595,2,1,4,495,160,2,2.0,0.0,6.0,0.0,2,4,0,82,0,0,0,0,0,4,1,,100.0,0,0,,,,,,0,0,,,0,0,2.0,119.0,99.0,33.33333333333333,335,67.0,,712,沖縄に行くために%231tab
df8761c7-749b-4827-bc77-a0aa8384ef5a,/Game/Maps/Infinity/Infinity,defeat,2672,26,12,14,0,1,10076,35,19,9,6416,3576,24,15.0,4.0,34.0,4.0,27,52,3,85,0,0,3,3,5,7,3,,85.0,2,0,,,,,,0,0,1.0,5.0,0,1,1.8421052631578947,387.53846153846155,246.76923076923077,32.926829268292686,2840,109.23076923076923,,910,沖縄に行くために%231tab
4e0aafc6-84c6-4c48-a8c8-c6957e4c7105,/Game/Maps/Triad/Triad,victory,1486,17,13,4,0,2,4660,16,10,5,3205,1878,11,13.0,6.0,18.0,1.0,11,36,2,80,0,0,1,2,0,7,4,,88.0,0,0,,,,,,0,1,,,1,0,1.6,274.11764705882354,188.52941176470588,22.448979591836736,1327,78.05882352941177,,935,沖縄に行くために%231tab
d910977a-6155-494a-aff2-87ae242c196f,/Game/Maps/Bonsai/Bonsai,victory,1915,20,13,7,0,1,7319,27,13,3,4857,2789,19,9.0,4.0,27.0,3.0,19,46,3,101,0,1,4,0,3,7,7,,85.0,1,0,,,,,,0,0,1.0,3.0,0,1,2.076923076923077,365.95,242.85,27.941176470588236,2068,103.4,,971,沖縄に行くために%231tab
218ed892-4742-495c-b053-bedc73cd70d3,/Game/Maps/Triad/Triad,defeat,2311,24,11,13,0,1,7734,27,16,4,5321,3110,21,7.0,3.0,9.0,1.0,22,54,3,80,0,0,4,1,4,8,4,,71.0,2,0,,,,,,1,0,1.0,4.0,1,1,1.6875,322.25,221.70833333333334,27.848101265822784,2211,92.125,,776,沖縄に行くために%231tab
6ea3b41f-2ee7-413e-a407-294bd9b078f9,/Game/Maps/Infinity/Infinity,victory,1585,18,13,5,0,2,5124,17,11,5,3532,1871,10,8.0,5.0,22.0,2.0,11,43,2,92,0,0,5,0,3,7,2,,83.0,1,1,,,,,,0,0,,3.0,1,0,1.5454545454545454,284.6666666666667,196.22222222222223,19.642857142857142,1661,92.27777777777777,,922,沖縄に行くために%231tab
5d955da2-69f0-4b37-9b6a-6d9ca53f15e6,/Game/Maps/Triad/Triad,defeat,2459,24,11,13,0,1,7003,26,20,0,4608,3887,15,7.0,6.0,28.0,4.0,18,30,1,70,0,0,2,0,4,4,3,,67.0,0,0,,,,,,0,0,,2.0,0,1,1.3,291.7916666666667,192.0,36.734693877551024,721,30.041666666666668,,659,沖縄に行くために%231tab
a6991e32-cdd6-4b68-b2d1-98ae545481b2,/Game/Maps/Canyon/Canyon,defeat,2448,24,11,13,0,3,6564,23,18,6,4156,3725,14,2.0,8.0,24.0,5.0,15,47,3,75,0,0,6,2,4,6,2,,83.0,3,1,,,,,,1,0,,4.0,1,0,1.2777777777777777,273.5,173.16666666666666,23.076923076923077,431,17.958333333333332,,775,沖縄に行くために%231tab
9020fb97-33a3-479a-a834-31c10d02cb4b,/Game/Maps/Triad/Triad,victory,1706,18,13,5,0,2,5397,20,13,5,3583,2688,17,14.0,8.0,7.0,2.0,18,33,3,83,0,0,3,1,2,5,5,,83.0,2,0,,,,,,0,1,,2.0,2,0,1.5384615384615385,299.8333333333333,199.05555555555554,33.33333333333333,895,49.72222222222222,,906,沖縄に行くために%231tab
5457e56f-2396-4fad-936d-aecf50d78fdd,/Game/Maps/Jam/Jam,victory,1926,20,13,7,0,1,7043,26,17,10,4604,3091,21,10.0,3.0,51.0,3.0,22,32,5,102,1,2,3,0,0,6,5,,85.0,0,0,,,,,,0,1,1.0,,2,0,1.5294117647058822,352.15,230.2,37.28813559322034,1513,75.65,,961,沖縄に行くために%231tab
e69735e8-7758-4956-abae-244cad96649e,/Game/Maps/Bonsai/Bonsai,victory,1725,17,13,4,0,2,4669,18,10,8,3333,1737,12,9.0,1.0,57.0,1.0,12,31,3,85,1,0,0,2,1,8,1,,82.0,2,0,,,,,,0,0,,1.0,0,1,1.8,274.6470588235294,196.05882352941177,26.08695652173913,1596,93.88235294117646,,909,沖縄に行くために%231tab
d29699f0-503a-4493-8f68-054fce93fc15,/Game/Maps/Pitt/Pitt,victory,1690,17,13,4,0,1,5578,21,10,4,3478,1916,11,9.0,6.0,20.0,3.0,13,30,0,84,0,0,4,3,2,7,4,,82.0,2,0,,,,,,0,0,,2.0,0,1,2.1,328.11764705882354,204.58823529411765,30.23255813953488,1562,91.88235294117646,,944,沖縄に行くために%231tab
9ff4e569-c05d-490f-b92a-b8415bf525d7,/Game/Maps/Duality/Duality,victory,2099,20,13,7,0,1,7075,26,11,4,4909,2476,24,15.0,5.0,15.0,1.0,25,37,0,109,0,0,5,1,1,9,5,,95.0,2,0,,,,,,0,0,1.0,2.0,1,0,2.3636363636363638,353.75,245.45,40.32258064516129,2433,121.65,,1000,沖縄に行くために%231tab
1129ac78-70d1-4103-9b63-78c75008bc70,/Game/Maps/Canyon/Canyon,victory,2311,26,14,12,0,1,7768,26,18,2,5695,2854,13,10.0,5.0,9.0,3.0,14,41,0,94,0,1,5,3,1,8,1,,69.0,2,0,,,,,,0,1,1.0,2.0,1,1,1.4444444444444444,298.7692307692308,219.03846153846155,25.454545454545453,2841,109.26923076923077,,779,沖縄に行くために%231tab
9006dcf9-5c31-4419-a20b-3904f124a6f7,/Game/Maps/Duality/Duality,victory,1683,18,13,5,0,1,5845,21,11,1,3905,1997,14,3.0,7.0,17.0,3.0,14,41,1,97,0,1,2,1,2,7,4,,78.0,0,0,,,,,,0,0,,3.0,0,0,1.9090909090909092,324.72222222222223,216.94444444444446,25.0,1908,106.0,,909,沖縄に行くために%231tab
4ef643e3-f27c-47fe-8494-537b8eae8482,/Game/Maps/Jam/Jam,defeat,2189,24,11,13,0,3,5858,21,19,2,3769,3555,15,7.0,8.0,24.0,3.0,17,38,0,62,0,0,4,5,1,5,2,,75.0,0,1,,,,,,0,0,,1.0,0,0,1.105263157894737,244.08333333333334,157.04166666666666,30.909090909090907,214,8.916666666666666,,648,沖縄に行くために%231tab
